question_id,rank,outcome,premise_status,n_supporting_papers,first_evidence_year,top1_similarity,question
q_116,116,partially_addressed,supported,2,2023,0.7209,"Analyses [2018ApJ...853..122R] and [2019nova.pres.4835K] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find that large ranges of spot and faculae covering fractions are consistent with observations and corrections assuming a linear relat..."", while the other reports ""For TRAPPIST-1 g, we cant yet rule out the spherical-cow picture of a clear hydrogen-rich atmosphere.This isnt the end of the story thoug..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_117,117,answered,supported,3,2023,0.7652,"Analyses [2018ApJ...867...76L] and [2020ApJ...889...77H] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""For several terrestrial atmospheric compositions, we find that TRAPPIST-1 b is unlikely to produce aerosols."", while the other reports ""Recently, transmission spectroscopy in the atmospheres of the TRAPPIST-1 planets revealed flat and featureless absorption spectra, which ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_118,118,partially_addressed,supported,3,2023,0.7647,"Analyses [2018PASP..130d4401L] and [2020ApJ...901..126W] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We analyzed the sensitivity of our results to planetary composition, cloud cover, and presence of an observational noise floor."", while the other reports ""The presence or absence of an ocean is challenging to determine with current and next-generation telescopes."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_119,119,answered,refuted,3,2023,0.74,"Analyses [2018xrp..prop..118M] and [2020DPS....5240303L] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Indeed, young precursors to L and T dwarfs show evidence of long-lived protoplanetary disks, with lifetimes of up to 50 Myr, providing ri..."", while the other reports ""All the simulations in this study assume a Venus-like condition for both the ionospheres and thermospheres of the planets, which is also ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_120,120,partially_addressed,supported,2,2022,0.7352,"Analyses [2018AGUFM.P54A..01M] and [2019ApJ...871..235P] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""Key observational discriminants for habitability will include the presence of greenhouse gases such as carbon dioxide, but transmission o..."", while the other reports ""In the absence of broadband UV spectral observations, we constrain our models using Hubble Space Telescope Lyman α observations from TRAP..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_121,121,answered,supported,4,2023,0.706,"Analyses [2019AAS...23310303L] and [2019MNRAS.487.1634B] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding SiO: one reports ""We find that transmission spectroscopy with NIRSpec Prism could lead to a modest detection of atmospheric spectral features (predominantl..."", while the other reports ""We reach a photometric precision of 0.003 (RMS of the residuals), and we detect no significant temporal variations of transit depths of T..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_122,122,partially_addressed,supported,3,2021,0.7237,"Analyses [2019ESS.....433311M] and [2018ApJ...856L..11C] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding He I: one reports ""We will discuss the available evidence for activity and rotation of the host star, and conclude with a discussion of the implications for..."", while the other reports ""We present a method to quantify the upper limit of the energy transmitted from the intense stellar wind to the upper atmospheres of three..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_123,123,not_addressed,still_plausible,0,,0.7503,"Analyses [2018IJAsB..17..116L] and [2018AJ....156..114K] of TRAPPIST-1E's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We illustrate our results by specifically computing the likelihood (of supporting life) for the recently discovered exoplanets, Proxima b..."", while the other reports ""We find that ∼10 transits using the Near InfraRed Spectrograph prism instrument may be sufficient to detect carbon dioxide and constrain ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_124,124,partially_addressed,supported,1,2022,0.7335,"Analyses [2016PhDT.......272D] and [2018MNRAS.474.2334D] of WASP-103 B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""This thesis focuses on improving our understanding of these enigmatic worlds through a twofold approach: (1) the detection and first char..."", while the other reports ""The unusual profile of this transmission spectrum is poorly matched by theoretical spectra and is not confirmed by more recent observatio..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_125,125,partially_addressed,supported,1,2022,0.7225,"Analyses [2016AAS...22730606S] and [2016hst..prop13660Z] of WASP-103B's atmosphere reach potentially conflicting conclusions regarding water: one reports ""We probe the water bands between 1.1-1.7 microns with WFC3 to evaluate the presence of a thermal inversion layer, constrain the efficienc..."", while the other reports ""The high quality WFC3 observations will definitively determine the presence or absence of a thermal inversion in the planet's upper atmos..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
